barcode,foodcode,usdadescmain,hei_score
028400082952,54406010.0,"Snacks, onion-flavored rings",0.17
077567254504,13110100.0,"Ice cream, regular, flavors other than chocolate",0.03
038000500381,53530000.0,Breakfast tart,0.06
038000311109,53530000.0,Breakfast tart,0.06
071600002572,11111000.0,"Milk, cow's, fluid, whole",0.01
884912129512,57127000.0,Cocoa Pebbles,0.03
038000516245,57342010.0,"Smorz, Kellogg's",0.14
070210001432,51101000.0,"Bread, white",0.05
031000109097,27320110.0,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",0.02
031000109004,28140810.0,"Chicken, fried, with potatoes, vegetable, dessert (frozen meal)",0.06
073369060510,58301110.0,Vegetable lasagna (frozen meal),0.21
038000008207,57330000.0,"Raisin Bran, Kellogg's",0.13
072883715821,58131510.0,"Ravioli, cheese-filled, no sauce",0.04
071421106862,27540140.0,"Chicken fillet (breaded, fried) sandwich",0.19
059635707501,54301000.0,"Cracker, snack",0.14
073321000189,54408020.0,"Pretzels, soft",0.09
785921142502,91101010.0,"Sugar, white, granulated or lump",0.01
043000955611,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",1.08
043000955437,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",1.32
720495908062,71211000.0,"White potato skins, chips",0.4
085000007099,93401020.0,"Wine, table, white",0.02
085000019795,93402000.0,"Wine, dessert, sweet",0.05
034000174140,91705300.0,"Chocolate, sweet or dark",0.21
011110484826,61210220.0,"Orange juice, canned, bottled or in a carton",0.01
011110160263,53520110.0,"Doughnut, cake type",0.06
011110864284,75503010.0,"Cucumber pickles, dill",0.05
011110854742,9358101710.0,OLD EL PASO STAND N STUFF CORN DINNER KIT ( 8.8oz) (249gm),0.18
011110816573,74403010.0,Tomato sauce,0.02
011110762382,91304020.0,"Topping, chocolate, thick, fudge type",0.02
024000163176,72125213.0,"Spinach, cooked, from canned, fat not added in cooking",0.13
011110160058,53520110.0,"Doughnut, cake type",0.07
082988000067,27510500.0,"Hamburger, plain, on bun",0.1
011110462350,12310100.0,Sour cream,0.17
011110893017,81101000.0,"Butter, stick, salted",0.08
011110584434,14107030.0,"Cheese, Mozzarella, part skim",0.17
051000062765,28140710.0,"Chicken, fried, with potatoes, vegetable (frozen meal)",0.07
011110507129,13110110.0,"Ice cream, regular, chocolate",0.04
024100440689,54304000.0,"Cracker, cheese",0.08
011110097330,54401050.0,"Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists",0.17
011110850201,20120.0,"Spaghetti, dry, enriched",0.08
028000520304,91705020.0,"Milk chocolate candy, with cereal",0.05
011110853899,41205010.0,Refried beans,0.1
074471000784,92191100.0,"Coffee, dry instant powder, regular",0.14
011110714060,92191100.0,"Coffee, dry instant powder, regular",0.04
011110067920,51157000.0,"Roll, hoagie, submarine",0.04
011110006561,51109010.0,"Bread, Italian, Grecian, Armenian",0.05
011110003874,51150000.0,"Roll, white, soft",0.05
018200009648,93101000.0,Beer,0.01
011110401014,11111000.0,"Milk, cow's, fluid, whole",0.01
020735093290,92301060.0,"Tea, NS as to type, presweetened with sugar",0.01
011110497932,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.0
011110007834,83107000.0,"Mayonnaise, regular",0.06
027000442128,74406010.0,Barbecue sauce,0.07
028400033459,71201015.0,"White potato chips, regular cut",0.18
078000152463,92410610.0,Ginger ale,0.01
028400078764,54401050.0,"Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists",0.5
014800646665,92530610.0,"Fruit juice drink, with high vitamin C",0.01
018000287949,18402.0,"Pie crust, standard-type, prepared from recipe, unbaked",0.1
021000611614,14410330.0,"Cheese spread, American or Cheddar cheese base, reduced fat",0.04
078742371160,91101010.0,"Sugar, white, granulated or lump",0.01
044700031407,22601000.0,"Pork bacon, smoked or cured, cooked",0.26
078742352961,82101000.0,"Vegetable oil, NFS",0.03
073420000240,12310100.0,Sour cream,0.06
018000001095,52101020.0,"Biscuit dough, raw",0.09
039400019749,41201010.0,"Baked beans, NFS",0.03
072290000008,25221410.0,"Pork sausage, fresh, bulk, patty or link, cooked",0.07
053400210975,25210280.0,"Frankfurter or hot dog, meat and poultry",0.1
011115871324,81103040.0,"Margarine-like spread, stick, salted",0.09
027400264993,81103080.0,"Margarine-like spread, tub, salted",0.03
073435002017,51160000.0,"Roll, sweet, no frosting",0.08
073435000044,51160000.0,"Roll, sweet, no frosting",0.08
078742285504,51150000.0,"Roll, white, soft",0.05
041000050145,92302000.0,"Tea, leaf, unsweetened",0.2
078742148410,71201050.0,"White potato, chips, reduced fat",0.16
013409918104,74406010.0,Barbecue sauce,0.06
078742353333,20099.0,"Macaroni, dry, enriched",0.04
051500703007,18144.0,"Cake, yellow, dry mix, regular, enriched",0.01
051500764268,91305020.0,"Icing, white",0.07
022000005144,91802000.0,"Chewing gum, sugarless",1.02
009800007639,91745020.0,Hard candy,0.71
640344010282,74402150.0,"Salsa, red, commercially-prepared",0.1
072036590442,14104020.0,"Cheese, Cheddar or American type, dry, grated",0.19
M-4634,75113000.0,"Lettuce, raw",0.12
048500018309,61210250.0,"Orange juice, with calcium added, canned, bottled or in a carton",0.02
072036630438,24207000.0,"Turkey, ground",0.06
022000006684,91801000.0,"Chewing gum, sugared",0.76
070662010037,6583.0,"Soup, ramen noodle, any flavor, dry",0.11
023012000233,58151130.0,"Sushi, with vegetables and seafood",0.17
074683004853,83205500.0,"Italian dressing, reduced calorie, fat-free",0.04
070277105180,14104400.0,"Cheese, Feta",0.17
742365264023,11114330.0,"Milk, cow's, fluid, lactose reduced, 2% fat",0.02
072036632043,12120100.0,"Cream, half and half",0.05
070470180823,11422100.0,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk, sweetened with low calorie sweetener",0.09
894700010151,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
021000612475,14303010.0,"Cheese, cream, light or lite (formerly called Cream Cheese Lowfat)",0.14
016000159501,54420010.0,"Multigrain mixture, pretzels, cereal and/or crackers, nuts",0.12
781421024300,51107010.0,"Bread, French or Vienna",0.06
884912014269,57237100.0,Honey Bunches of Oats Honey Roasted Cereal,0.08
046000287348,9058101710.0,OLD EL PASO FLOUR AND CORN DINNER KIT (11.4oz)(323gm),0.11
044000022808,54328200.0,"Cracker, sandwich-type, cheese-filled",0.16
082011100078,53223000.0,"Cookie, gingersnaps",0.05
048121216573,51180010.0,Bagel,0.03
020662000200,74404010.0,"Spaghetti sauce, meatless",0.04
024094070114,20120.0,"Spaghetti, dry, enriched",0.08
073731004159,52215200.0,"Tortilla, flour (wheat)",0.06
052159013301,11432000.0,"Yogurt, fruit variety, lowfat milk",0.06
070272232041,12140100.0,"Cream, whipped, pressurized container",0.07
D-6342,14010100.0,"Cheese, Cheddar or American type, NS as to natural or processed",0.11
013800103420,58145110.0,Macaroni or noodles with cheese,0.06
028989975423,41810610.0,"Chicken, meatless, breaded, fried",0.12
071279261027,72116000.0,"Endive, chicory, escarole, or romaine lettuce, raw",0.2
032601901400,75114000.0,"Mixed salad greens, raw",0.11
096619000043,11112210.0,"Milk, cow's, fluid, 1% fat",0.01
034500632027,12120100.0,"Cream, half and half",0.05
096619111121,74402150.0,"Salsa, red, commercially-prepared",0.04
829515300081,71220000.0,Vegetable chips,0.08
071007404498,58104830.0,Taquito or flauta with chicken,0.03
096619545452,54401080.0,"Salty snacks, corn or cornmeal base, tortilla chips",0.03
071305434371,51109010.0,"Bread, Italian, Grecian, Armenian",0.02
041498131838,42111100.0,"Peanuts, roasted, salted",0.11
041498193140,31101010.0,"Egg, whole, raw",0.07
032251019418,51185000.0,Croutons,0.21
037000480938,71201100.0,"White potato, chips, restructured",0.28
032251121937,91300100.0,"Pancake syrup, NFS",0.03
032251121012,83112500.0,Creamy dressing,0.08
051000128041,71801100.0,Potato and cheese soup,0.08
051000038135,28340690.0,"Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",0.09
613008719791,92301060.0,"Tea, NS as to type, presweetened with sugar",0.01
025500070841,92191100.0,"Coffee, dry instant powder, regular",0.12
071041136362,91611000.0,Ice pop,0.01
024126010224,51150000.0,"Roll, white, soft",0.05
045000010338,53107000.0,"Cake, cupcake, NS as to type or icing",0.26
028400033466,71201020.0,"White potato chips, ruffled, rippled, or crinkle cut",0.18
050400205444,51101000.0,"Bread, white",0.05
043000009604,12220200.0,"Whipped topping, nondairy, frozen",0.06
027182574082,23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.04
070470290621,11432000.0,"Yogurt, fruit variety, lowfat milk",0.05
078742351872,11112110.0,"Milk, cow's, fluid, 2% fat",0.01
012000008320,92410550.0,"Soft drink, fruit flavored, caffeine containing",0.01
028400064088,54401080.0,"Salty snacks, corn or cornmeal base, tortilla chips",0.14
044000025878,53206000.0,"Cookie, chocolate chip",0.08
044000026943,53209000.0,"Cookie, chocolate, chocolate sandwich or chocolate-coated or striped",0.06
024126009082,51150000.0,"Roll, white, soft",0.05
038900740740,63135170.0,"Peach, cooked or canned, juice pack",0.04
064144047024,58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",0.12
064144047178,58132313.0,"Pasta with tomato sauce and meat or meatballs, canned",0.11
064144047093,58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",0.12
051000026392,58132113.0,"Pasta with tomato sauce and cheese, canned",0.08
028400067409,14620150.0,"Dip, cheese with chili pepper (chili con queso)",0.08
064144043064,58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",0.06
080000003348,26155190.0,"Tuna, canned, water pack",0.11
017000079417,25221910.0,"Vienna sausage, canned",0.04
078000118469,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
071921003388,58106260.0,"Pizza, extra cheese, thick crust",0.04
041335000754,83106000.0,"Italian dressing, made with vinegar and oil",0.09
027400264955,81103080.0,"Margarine-like spread, tub, salted",0.03
011110580757,14104020.0,"Cheese, Cheddar or American type, dry, grated",0.06
M-4554,75105000.0,"Cabbage, red, raw",0.05
011110910400,75103000.0,"Cabbage, green, raw",0.1
021000017195,14410200.0,"Cheese, processed, American or Cheddar type",0.15
049000028928,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
049000042559,92410320.0,"Soft drink, cola-type, sugar-free",0.01
M-4318,63109010.0,"Cantaloupe (muskmelon), raw",0.91
M-4329,63127010.0,"Honeydew melon, raw",0.61
076545001543,92301060.0,"Tea, NS as to type, presweetened with sugar",0.06
035733005886,92301060.0,"Tea, NS as to type, presweetened with sugar",0.01
071673020503,51201010.0,"Bread, whole wheat, 100%",0.18
035733005534,92301060.0,"Tea, NS as to type, presweetened with sugar",0.06
028400078580,71201015.0,"White potato chips, regular cut",1.01
043695335590,58126400.0,"Turnover, filled with egg, meat and cheese",0.3
044000004255,53206000.0,"Cookie, chocolate chip",0.21
036632027153,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.26
031000109035,28145000.0,"Turkey dinner, NFS (frozen meal)",0.19
786162003010,94210200.0,Glaceau Water,0.02
786162002969,94210200.0,Glaceau Water,0.03
026825009813,20106.0,"Macaroni, vegetable, cooked, enriched",0.11
077890824887,51101000.0,"Bread, white",0.06
M-4092,75127750.0,"Snowpeas (pea pod), raw",0.62
020735110041,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
020735420942,13110110.0,"Ice cream, regular, chocolate",0.04
688267088612,53391000.0,Pie shell,0.22
688267075193,12220250.0,"Whipped topping, nondairy, frozen, lowfat",0.11
077324470598,92191100.0,"Coffee, dry instant powder, regular",0.29
049000045796,92560200.0,Powerade sports drink,0.03
049000045734,92560200.0,Powerade sports drink,0.03
038000862304,57213000.0,Froot Loops,0.14
072092912127,53222020.0,"Cookie, cone shell, ice cream type, wafer or cake",0.36
050700550374,13110100.0,"Ice cream, regular, flavors other than chocolate",0.02
024000507918,61122320.0,"Orange, mandarin, canned or frozen, juice pack",0.29
024000577317,63311170.0,"Fruit cocktail, cooked or canned, juice pack",0.34
054500100029,25210210.0,"Frankfurter or hot dog, beef",0.06
715756100200,63201010.0,"Blackberries, raw",0.34
014500013989,58160202.0,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking",0.13
045000111813,51101000.0,"Bread, white",0.04
071052000256,51121010.0,"Bread, garlic",0.12
013800101716,27146300.0,Chicken or turkey parmigiana,0.13
013800100672,28160650.0,Stuffed green pepper (frozen meal),0.08
013800448354,28110370.0,"Salisbury steak with gravy, macaroni and cheese, vegetable (frozen meal)",0.09
013800558121,58130011.0,Lasagna with meat,0.07
041271004953,92101950.0,"Coffee, mocha",0.02
077438600256,14102010.0,"Cheese, Brick",0.19
077438600164,14107200.0,"Cheese, Muenster",0.18
072030014937,53450800.0,"Turnover or dumpling, lemon",0.26
072030014166,53450000.0,"Turnover or dumpling, apple",0.35
072030009766,53511000.0,"Danish pastry, with cheese",0.36
041780003591,54401210.0,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat",0.06
077438611399,14107010.0,"Cheese, Mozzarella, NFS",0.17
077438600010,14107010.0,"Cheese, Mozzarella, NFS",0.17
073890006117,10123.0,"Pork, cured, bacon, unprepared",0.11
077438555037,31101010.0,"Egg, whole, raw",0.07
071580014862,92301060.0,"Tea, NS as to type, presweetened with sugar",0.02
038000601606,57344010.0,Special K Red Berries,0.12
078000052466,92410710.0,Root beer,0.01
045000132016,51201010.0,"Bread, whole wheat, 100%",0.18
028000245702,11519040.0,"Milk, flavors other than chocolate, NFS",0.07
020000000657,75216222.0,"Corn, white, cooked, from frozen, fat added in cooking",0.15
043695071092,58126160.0,"Turnover, cheese-filled, tomato-based sauce",0.11
044700030707,25230900.0,"Turkey or chicken breast, prepackaged or deli, luncheon meat",0.1
070919033192,25210210.0,"Frankfurter or hot dog, beef",0.06
046000850214,74402250.0,"Enchilada sauce, red",0.1
041268149186,83112500.0,Creamy dressing,0.08
043000000878,18376.0,"Bread crumbs, dry, grated, seasoned",0.15
038000121586,53540700.0,Kellogg's Special K bar,0.2
043000200049,91500200.0,"Gelatin powder, sweetened, dry",0.28
076410521312,54328200.0,"Cracker, sandwich-type, cheese-filled",0.09
041268112562,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.08
043000204337,19202.0,"Puddings, vanilla, dry mix, instant",0.1
043000200018,91500200.0,"Gelatin powder, sweetened, dry",0.28
725439103206,12210400.0,"Cream substitute, powdered",0.02
725439100519,94100100.0,"Water, bottled, unsweetened",0.0
725439107105,92191100.0,"Coffee, dry instant powder, regular",0.12
725439111577,14410200.0,"Cheese, processed, American or Cheddar type",0.11
725439112369,14410400.0,"Cheese, processed, Swiss",0.11
725439105316,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
028293223159,54401050.0,"Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists",0.12
725439109819,92307400.0,"Tea, powdered instant, sweetened, NS as to sweetener, dry",0.61
043000200063,91500200.0,"Gelatin powder, sweetened, dry",0.28
077567254214,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
077567254276,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
050200003226,92531030.0,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C",0.01
035826073150,63311110.0,"Fruit cocktail, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.1
035826043528,75503040.0,"Cucumber pickles, sweet",0.05
035826028990,20109.0,"Noodles, egg, dry, enriched",0.08
028293223142,54403050.0,"Popcorn, flavored",0.26
725439103374,75219013.0,"Mushrooms, cooked, from canned, fat not added in cooking",0.19
725439101332,58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",0.06
725439101363,58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",0.06
028800130734,41208030.0,Pork and beans,0.04
725439104449,11112110.0,"Milk, cow's, fluid, 2% fat",0.01
725439105453,12310350.0,"Sour cream, light",0.11
018200151682,93102000.0,"Beer, lite",0.0
041900027728,11111000.0,"Milk, cow's, fluid, whole",0.02
064144043156,58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",0.06
030000310823,57117000.0,Cap'n Crunch,0.04
021000034055,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.07
016000405240,54402600.0,"Salty snacks, multigrain, whole grain, chips (made with whole corn, whole wheat, rice flour, and whole oat flour)",1.78
720495911246,75415020.0,"Onion rings, NS as to form, batter-dipped, baked or fried",0.45
047800000151,25240210.0,"Ham, deviled or potted",0.26
038000391224,57213000.0,Froot Loops,0.08
042800005861,58108050.0,Pizza rolls,0.08
041322353054,14660200.0,"Cheese, nuggets or pieces, breaded, baked, or fried",0.02
015300430235,22998.0,"Rice and vermicelli mix, chicken flavor, unprepared",0.06
207703010972,24207000.0,"Turkey, ground",0.07
207703012327,24207000.0,"Turkey, ground",0.06
M-3332,72125100.0,"Spinach, raw",0.27
076576125171,14104700.0,"Cheese, goat",0.3
830859030725,26137190.0,"Salmon, smoked",0.38
093966515008,11112110.0,"Milk, cow's, fluid, 2% fat",0.02
